@relation 'completeData-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,12-14,16,18,20,22,24-68,70-71-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute mway_dist numeric
@attribute police_dis numeric
@attribute income numeric
@attribute density numeric
@attribute age numeric
@attribute unp_rate numeric
@attribute com_dens numeric
@attribute n_freq_attack {0,1}

@data
1748.903181,448.74363,38,4.8337,50,13,18,0
1114.952227,239.214524,36,13.5119,52,12,9,0
2531.700276,111.277007,64,14.1975,50,6,18,0
1748.903181,448.74363,38,4.8337,50,13,18,0
3205.461387,271.894103,30,19.1998,60,16,75,0
590.71354,211.542947,36,1.6712,47,15,9,0
2914.988696,446.633168,30,0,58,17,18,0
2399.199568,245.724546,56,6.2327,46,2,18,0
2033.003514,466.85652,54,5.6835,48,8,28,0
1496.137877,596.485548,32,6.5552,54,16,28,0
2851.328955,422.62341,54,13.9167,54,11,18,0
2552.756187,178.989382,66,21.9865,42,5,9,0
1633.850658,525.920352,52,6.5552,42,7,28,0
728.257466,836.148863,34,25.6829,39,11,28,0
3490.358366,66.25679,50,0,60,12,47,0
914.44316,707.799487,50,29.9154,27,12,18,0
1748.903181,448.74363,38,4.8337,50,13,18,0
657.116762,315.482641,32,8.2018,27,17,9,0
2185.635327,173.841183,54,0.6916,45,8,18,0
1337.241958,848.463898,60,4.019,41,2,9,0
676.242304,851.81637,60,4.0355,30,7,18,0
1748.903181,448.74363,38,4.8337,50,13,18,0
2200.017073,711.939333,64,16.4778,44,2,37,0
628.968532,324.025699,36,0.0814,27,13,9,0
775.823973,573.317163,42,33.3544,35,12,18,0
1953.739863,95.045889,64,3.3277,53,3,18,0
1114.952227,239.214524,36,13.5119,52,12,9,0
1542.728921,231.587653,58,9.0897,45,7,9,0
2326.868852,302.426952,36,1.8925,63,20,28,0
676.242304,851.81637,60,4.0355,30,7,18,0
470.402434,301.488027,42,27.8008,34,16,9,0
874.513375,602.879873,44,28.9335,41,11,22,0
1507.597076,545.281774,58,13.5779,38,8,9,0
1114.952227,239.214524,36,13.5119,52,12,9,0
1395.419002,273.762013,34,8.7969,47,13,18,0
1579.120636,1178.748137,32,0,35,18,9,0
958.609606,648.994048,58,0.0791,39,6,9,0
1496.137877,596.485548,32,6.5552,54,16,28,0
2927.956059,400.842272,26,0,60,22,28,0
2428.348726,663.069504,50,11.9926,41,5,18,0
3205.461387,271.894103,30,19.1998,60,16,75,0
765.838055,831.463581,64,7.9596,45,2,65,0
3205.461387,271.894103,30,19.1998,60,16,75,0
3818.838892,611.703984,26,22.1572,49,17,18,0
1760.984103,316.357462,42,10.4851,49,14,18,0
2848.82688,238.847545,48,0.2477,49,8,18,0
996.770059,937.121224,64,6.6568,36,2,9,0
746.101207,692.314239,42,6.5668,28,12,9,0
2033.003514,466.85652,54,5.6835,48,8,28,0
2655.845058,381.540609,38,12.0254,48,13,18,0
1694.893584,561.020525,60,27.8353,42,6,28,0
2921.559071,232.349448,46,2.7644,57,12,47,0
2453.212139,623.372426,66,13.9975,40,2,28,0
2914.988696,446.633168,30,0,58,17,18,0
728.257466,836.148863,34,25.6829,39,11,28,0
3490.358366,66.25679,50,0,60,12,47,0
1793.706242,280.918973,70,6.4077,52,3,18,0
2565.14325,306.594361,54,6.7423,51,9,18,0
2008.016425,216.305604,58,0.7468,55,2,18,0
3054.880944,415.218655,42,30.6096,49,9,28,0
505.797737,463.807374,56,0,35,2,9,0
2453.212139,623.372426,66,13.9975,40,2,28,0
1748.903181,448.74363,38,4.8337,50,13,18,0
3818.838892,611.703984,26,22.1572,49,17,18,0
1077.066998,292.403612,34,2.3703,34,13,9,0
2033.003514,466.85652,54,5.6835,48,8,28,0
1793.706242,280.918973,70,6.4077,52,3,18,0
3949.713053,1706.910469,24,3.3128,54,18,9,0
1737.856085,562.454493,70,15.1554,41,3,28,0
694.53021,486.944844,34,31.1863,26,14,18,0
1591.000047,924.353013,52,19.6432,27,8,18,0
823.252384,295.422238,62,21.2763,27,7,37,0
1349.405865,648.275653,32,2.5823,51,18,18,0
1826.660416,241.326858,58,11.6798,49,5,18,0
1054.195651,359.99452,28,19.2142,33,16,9,0
1226.763909,368.614775,50,12.6835,47,13,18,0
597.7935,451.002552,44,33.8328,30,8,9,0
977.144619,1172.350612,32,7.6528,25,18,9,0
2211.431936,208.681548,62,1.4332,38,4,9,0
1156.422142,371.012661,58,19.9838,48,6,28,0
1226.763909,368.614775,50,12.6835,47,13,18,0
2293.127247,981.189076,50,0.1282,36,8,47,0
2155.896964,850.48579,48,5.9768,39,8,9,0
1906.932079,727.352012,62,14.3092,39,3,37,0
2024.17517,445.711709,54,5.6835,48,8,28,0
3218.582026,618.237524,14,35.5351,46,23,9,0
2939.661625,365.224278,56,1.505,47,9,9,0
3509.814075,91.196636,50,0,60,12,47,0
1349.405865,648.275653,32,2.5823,51,18,18,0
3517.881401,104.767392,50,0,60,12,47,0
1054.195651,359.99452,28,19.2142,33,16,9,0
2155.896964,850.48579,48,5.9768,39,8,9,0
1826.660416,241.326858,58,11.6798,49,5,18,0
1226.763909,368.614775,50,12.6835,47,13,18,0
1906.932079,727.352012,62,14.3092,39,3,37,0
1556.004575,604.228691,28,13.1152,48,16,28,0
1591.000047,924.353013,52,19.6432,27,8,18,0
922.663434,455.072343,46,27.1108,35,10,28,0
2086.898417,445.988069,50,1.3903,53,6,9,0
2161.643014,518.323739,44,2.6551,50,12,37,0
2275.00839,325.959549,68,0.564,45,2,18,0
1929.35973,220.90194,40,12.7676,55,13,18,0
1709.168291,424.120359,48,17.8596,51,14,18,0
628.993672,230.168974,52,10.6777,25,11,9,0
2356.030669,529.322309,50,8.0947,53,8,28,0
1843.722696,458.509749,72,7.804,43,2,9,0
1819.660555,357.264014,28,4.8337,45,16,28,0
1677.908128,548.630972,60,27.8353,42,6,28,0
1790.424437,415.463692,40,4.7238,47,12,18,0
626.662552,383.770198,36,0.0814,25,11,20,0
2556.578076,641.088691,48,13.9975,38,7,18,0
1840.768174,492.041536,72,7.804,43,2,9,0
1761.214626,623.243202,36,4.671,55,16,18,0
2084.797185,44.590278,44,7.0833,44,14,9,0
2404.614351,1392.964417,58,14.295,40,6,9,0
1110.523274,498.26631,48,11.423,54,12,28,0
2139.429006,273.417702,48,4.371,52,10,47,0
2161.643014,518.323739,44,2.6551,50,12,37,0
756.638254,366.516575,44,25.642,30,15,18,0
765.838055,831.463581,64,7.9596,45,2,65,0
3135.467042,294.579848,46,2.8326,61,13,84,0
2269.276993,363.516976,56,0,49,5,18,0
1508.439731,575.481243,34,6.5552,53,18,18,0
620.88987,561.928982,44,19.6764,48,13,9,0
1840.768174,492.041536,72,7.804,43,2,9,0
2911.256917,78.340571,60,27.0824,45,7,37,0
2866.51061,154.313723,42,1.3329,45,13,28,0
1807.385035,643.684754,44,14.3092,42,8,37,0
1581.808584,376.78564,44,1.1657,47,14,9,0
1173.742253,710.121989,50,0.1558,35,5,9,0
997.594571,226.09295,38,0,34,12,9,0
3892.821839,251.369559,18,26.8171,50,22,28,0
1822.32415,1053.954189,60,21.3944,37,3,9,0
1237.350525,1282.792086,38,12.3383,39,14,9,0
2939.661625,365.224278,56,1.505,47,9,9,0
669.636752,575.632405,38,33.4206,35,13,9,0
752.606886,681.439882,46,22.0574,39,7,9,0
776.708369,1073.126316,22,5.0162,30,22,9,0
1103.201634,292.333458,30,17.907,28,20,28,0
2289.777855,227.566364,52,12.3401,50,8,18,0
2939.661625,365.224278,56,1.505,47,9,9,0
756.583912,616.034002,38,9.1194,49,13,9,0
2173.640055,472.403839,20,3.4019,59,22,28,0
2939.661625,365.224278,56,1.505,47,9,9,0
3235.680631,143.785302,26,2.8798,63,17,56,0
1404.67328,474.808484,26,10.4715,53,18,9,0
2143.705382,451.166222,48,4.2866,50,8,56,0
1115.481879,294.318578,42,8.1387,52,13,18,0
1843.722696,458.509749,72,7.804,43,2,9,0
1457.681724,702.317631,28,6.5069,46,16,28,0
2939.661625,365.224278,56,1.505,47,9,9,0
1487.87188,703.551985,28,9.0924,46,16,28,0
2939.661625,365.224278,56,1.505,47,9,9,0
2293.127247,981.189076,50,0.1282,36,8,47,0
1984.109052,452.693708,64,0.1389,54,5,37,0
2289.777855,227.566364,52,12.3401,50,8,18,0
653.289507,571.441508,38,14.6857,27,12,18,0
1173.742253,710.121989,50,0.1558,35,5,9,0
388.96329,504.209978,42,0.1022,25,17,9,0
1501.762499,1015.725211,16,21.9156,27,23,9,0
1807.385035,643.684754,44,14.3092,42,8,37,0
2215.476746,444.0858,24,0,62,19,28,0
1228.787581,398.495373,48,8.7969,54,12,28,0
2939.661625,365.224278,56,1.505,47,9,9,0
2998.494704,48.595905,46,9.8431,45,9,47,0
1173.742253,710.121989,50,0.1558,35,5,9,0
2939.661625,365.224278,56,1.505,47,9,9,0
1581.808584,376.78564,44,1.1657,47,14,9,0
2939.661625,365.224278,56,1.505,47,9,9,0
3238.73977,349.529453,40,3.416,58,15,84,0
2939.661625,365.224278,56,1.505,47,9,9,0
790.512603,756.230228,34,22.6859,39,10,18,0
966.3645,299.433204,42,0.0832,48,14,9,0
1502.815376,310.143189,54,11.0762,52,5,18,0
1581.808584,376.78564,44,1.1657,47,14,9,0
2366.212516,271.14279,54,14.1975,54,4,18,0
2135.632287,286.948627,48,4.371,52,10,47,0
2215.476746,444.0858,24,0,62,19,28,0
1317.221081,918.542042,38,21.1269,50,16,9,0
1458.474325,963.835285,36,27.7114,26,13,18,0
653.289507,571.441508,38,14.6857,27,12,18,0
2282.073231,377.568534,34,8.0947,55,13,18,0
2939.661625,365.224278,56,1.505,47,9,9,0
2513.81678,376.574741,48,24.6662,55,12,18,0
702.972169,896.84288,62,0,39,2,9,0
765.838055,831.463581,64,7.9596,45,2,65,0
3178.640121,187.411928,28,2.343,57,18,65,0
1559.494828,637.185691,52,6.5069,42,7,28,0
3136.698415,1053.923058,32,17.7813,52,19,9,0
1372.343059,655.379013,32,2.5823,51,18,18,0
1522.434791,478.510775,64,15.2065,38,3,9,0
1449.831055,466.410815,40,13.6373,47,16,18,0
790.512603,756.230228,34,22.6859,39,10,18,0
1173.742253,710.121989,50,0.1558,35,5,9,0
1786.064052,291.406853,38,10.0786,48,13,18,0
1173.742253,710.121989,50,0.1558,35,5,9,0
3235.680631,143.785302,26,2.8798,63,17,56,0
2840.218861,664.483318,50,17.3327,42,5,18,0
762.162778,364.776538,44,25.642,30,15,18,0
2817.880275,1532.453627,58,15.8297,42,4,9,0
2143.705382,451.166222,48,4.2866,50,8,56,0
3178.640121,187.411928,28,2.343,57,18,65,0
669.636752,575.632405,38,33.4206,35,13,9,0
1728.899,669.893989,66,23.8172,43,3,18,0
419.753686,549.273258,48,10.6231,26,11,9,0
2939.661625,365.224278,56,1.505,47,9,9,0
1843.722696,458.509749,72,7.804,43,2,9,0
1457.681724,702.317631,28,6.5069,46,16,28,0
1478.407495,493.977361,44,33.7728,55,14,18,0
1254.899666,1155.337295,26,27.0992,30,17,9,0
1173.742253,710.121989,50,0.1558,35,5,9,0
1451.298659,471.645154,40,13.6373,47,16,18,0
2939.661625,365.224278,56,1.505,47,9,9,0
2539.197552,1447.896835,48,0,39,8,9,0
