address,bank,atm_id,coord_x,coord_y,freguesia,parish,mway_dist,police_dis,income,density,age,unp_rate,com_dens,event_date,detec_date,gross_loss,indirect_loss,net_loss,freq_attack,success_attack,n_income,n_density,n_age,n_unp_rate,n_com_dens,n_freq_attack
Rua Garrett 62 Lisbon,MONTEPIO GERAL,MG76,-9.14094,38.71083,Santa Maria Maior,18,3087.78930153,131.644003704,44,4.9795,59,16,75,,,0,0,0,0,0,4,1,5,4,5,0
Rua Pinheiro Chagas 34 Lisbon,MONTEPIO GERAL,MG77,-9.14878,38.73375,Avenidas Novas,5,1820.96959135,528.410952611,36,16.5618,51,14,28,,,0,0,0,0,0,3,3,4,4,4,0
Rua Coelho Da Rocha 108 Lisbon,MONTEPIO GERAL,MG78,-9.16706,38.71658,Campo de Ourique,8,847.292865424,169.952212488,42,24.5174,27,10,37,,,0,0,0,0,0,4,3,1,3,4,0
Rua Morais Soares 80-A Lisbon,MONTEPIO GERAL,MG79,-9.13054,38.73284,Arroios,4,3247.67118475,519.949242392,40,30.9691,49,18,28,,,0,0,0,0,0,4,4,4,4,4,0
Rua Jorge De Sena 1 LM Lisbon,MONTEPIO GERAL,MG80,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Cidade De Bolama Lisbon,MONTEPIO GERAL,MG81,-9.11518,38.76181,Olivais,15,1171.26781121,356.030163362,30,15.3238,28,20,28,,,0,0,0,0,0,2,2,1,5,4,0
Praca Marechal Humberto Delgado Pmo 1 Lisbon,MONTEPIO GERAL,MG82,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida oscar Monteiro Torres 31B Lisbon,MONTEPIO GERAL,MG83,-9.14193,38.74322,Avenidas Novas,5,2008.13787213,652.80968817,54,22.8402,37,4,28,,,0,0,0,0,0,5,3,2,1,4,0
Estrada Militar Lote Lisbon,MONTEPIO GERAL,MG84,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Praca Duque De Saldanha 1 Lisbon,MONTEPIO GERAL,MG85,-9.14466,38.73293,Avenidas Novas,5,2161.64301424,518.323738795,44,2.6551,50,12,37,,,0,0,0,0,0,4,1,4,3,4,0
C. C. Amoreiras Lusitania Seguros - Loja 1077 Lisbon,MONTEPIO GERAL,MG86,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Calcada Marques Abrantes 26 Lisbon,MONTEPIO GERAL,MG87,-9.15279,38.70847,Estrela,11,2176.14606141,433.02976504,18,8.244,61,22,28,,,0,0,0,0,0,1,2,5,5,4,0
Rua Xavier De Araujo 9-11 Lisbon,MONTEPIO GERAL,MG88,-9.1748,38.74896,Carnide,10,979.17922316,1297.63728094,50,12.0103,30,7,9,,,0,0,0,0,0,5,2,1,2,2,0
Praca Duque Terceira 1 Lisbon,MONTEPIO GERAL,MG89,-9.14392,38.70669,MisericOrdia,14,2958.07716426,376.802195483,48,4.6701,62,13,28,,,0,0,0,0,0,5,1,5,3,4,0
Rua Fanqueiros 58 Lisbon,MONTEPIO GERAL,MG90,-9.13545,38.70972,Santa Maria Maior,18,3573.92705111,246.388055792,34,3.9445,61,13,37,,,0,0,0,0,0,3,1,5,3,4,0
Rua Carmo Lisbon,MONTEPIO GERAL,MG92,-9.13966,38.71207,Santa Maria Maior,18,3135.46704172,294.579847982,46,2.8326,61,13,84,,,0,0,0,0,0,4,1,5,3,5,0
Rua Coelho Da Rocha 108 Lisbon,MONTEPIO GERAL,MG93,-9.16706,38.71658,Campo de Ourique,8,847.292865424,169.952212488,42,24.5174,27,10,37,,,0,0,0,0,0,4,3,1,3,4,0
Estrada Forte Do Alto Duque Lisbon,MONTEPIO GERAL,MG94,-9.21876,38.70614,Belém,6,352.774677694,202.129721819,40,0.0475,52,18,9,,,0,0,0,0,0,4,1,4,4,2,0
Rua Morais Soares 80-A Lisbon,MONTEPIO GERAL,MG95,-9.13054,38.73284,Arroios,4,3247.67118475,519.949242392,40,30.9691,49,18,28,,,0,0,0,0,0,4,4,4,4,4,0
Avenida De Roma 42a Lisbon,MONTEPIO GERAL,MG96,-9.14039,38.74693,Alvalade,2,1781.61585059,626.544283396,44,27.8353,42,8,37,,,0,0,0,0,0,4,4,3,2,4,0
Rua De Sao Jose 131 Lisbon,MONTEPIO GERAL,MG97,-9.14358,38.71958,Santo Antonio,19,2591.74518643,420.479763011,54,2.743,51,11,18,,,0,0,0,0,0,5,1,4,3,2,0
Rua Viriato Lisbon,MONTEPIO GERAL,MG99,-9.14776,38.73119,Avenidas Novas,5,2075.98446258,257.840099454,48,10.7571,52,10,47,,,0,0,0,0,0,5,2,4,3,5,0
Rua Sao Vicente De Paulo Lisbon,NOVO BANCO,NB01,-9.17299,38.73137,Campolide,9,657.116762201,315.482641187,32,8.2018,27,17,9,,,0,0,0,0,0,3,2,1,4,2,0
Avenida Antonio Augusto De Aguiar Lisbon,NOVO BANCO,NB02,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Campo Grande 1 B Lisbon,NOVO BANCO,NB04,-9.14875,38.74798,Alvalade,2,1475.90369982,255.5308637,34,1.0732,45,13,9,,,0,0,0,0,0,3,1,3,3,2,0
Avenida Antonio Augusto De Aguiar Lisbon,NOVO BANCO,NB05,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Avenida Nacoes Unidas Lisbon,NOVO BANCO,NB06,-9.17563,38.764,Carnide,10,775.82397256,573.317162916,42,33.3544,35,12,18,,,0,0,0,0,0,4,4,2,3,2,0
Praca Duque De Saldanha 32 Lisbon,NOVO BANCO,NB07,-9.14569,38.7338,Avenidas Novas,5,2033.00351353,466.856520274,54,5.6835,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Avenida Engenheiro Duarte Pacheco Loja 1085 Lisbon,NOVO BANCO,NB08,-9.16444,38.72362,Campo de Ourique,8,765.838054525,831.463581423,64,7.9596,45,2,65,,,0,0,0,0,0,6,2,3,1,5,0
Rua Morais Soares 28 Lisbon,NOVO BANCO,NB09,-9.12654,38.73129,Penha de Franea,17,3540.23212615,409.476276995,32,0.1003,50,17,18,,,0,0,0,0,0,3,1,4,4,2,0
Avenida Lusiada 100 Lisbon,NOVO BANCO,NB10,-9.19264,38.75622,Carnide,10,628.968532261,324.025698589,36,0.0814,27,13,9,,,0,0,0,0,0,3,1,1,3,2,0
Avenida Da Liberdade 195 Lisbon,NOVO BANCO,NB11,-9.14784,38.72196,Santo Antonio,19,2201.17726665,330.304512905,60,0.0,45,6,18,,,0,0,0,0,0,6,1,3,2,2,0
Rua Andrade Corvo 42 Lisbon,NOVO BANCO,NB12,-9.14757,38.73019,Avenidas Novas,5,2165.82680613,166.143156759,48,4.5215,55,12,37,,,0,0,0,0,0,5,1,4,3,4,0
Travessa Da Luz C/estrada Luz Avenida Lusiada C Co Lisbon,NOVO BANCO,NB13,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Actriz Palmira Bastos 14B Lisbon,NOVO BANCO,NB14,-9.11285,38.75481,Marvila,13,1722.43880915,205.315317945,26,25.8265,47,22,9,,,0,0,0,0,0,2,3,3,5,2,0
Rua Francisco Stromp Lisbon,NOVO BANCO,NB18,-9.15955,38.76309,Lumiar,12,505.79773734,463.807374045,56,0.0,35,2,9,,,0,0,0,0,0,5,1,2,1,2,0
Avenida Lusiada 100 Lisbon,NOVO BANCO,NB19,-9.19264,38.75622,Carnide,10,628.968532261,324.025698589,36,0.0814,27,13,9,,,0,0,0,0,0,3,1,1,3,2,0
Avenida Antonio Augusto De Aguiar Lisbon,NOVO BANCO,NB20,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Avenida De Berna 45 Lisbon,NOVO BANCO,NB21,-9.1543,38.73859,Avenidas Novas,5,1114.9522271,239.214524288,36,13.5119,52,12,9,,,0,0,0,0,0,3,2,4,3,2,0
Rua Dom Pedro V 14 Lisbon,NOVO BANCO,NB23,-9.14538,38.71568,Santo Antonio,19,2531.70027649,111.277006693,64,14.1975,50,6,18,,,0,0,0,0,0,6,2,4,2,2,0
Avenida Antonio Augusto De Aguiar Lisbon,NOVO BANCO,NB24,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Rua Augusta 284 Lisbon,NOVO BANCO,NB25,-9.13841,38.71288,Santa Maria Maior,18,3205.46138725,271.894103128,30,19.1998,60,16,75,,,0,0,0,0,0,2,3,5,4,5,0
Avenida Descobertas 18 Lisbon,NOVO BANCO,NB26,-9.21581,38.70666,Belém,6,590.71353977,211.542946676,36,1.6712,47,15,9,,,0,0,0,0,0,3,1,3,4,2,0
Cais Sodre 10-14 Lisbon,NOVO BANCO,NB27,-9.14464,38.7052,MisericOrdia,14,2914.98869592,446.633168378,30,0.0,58,17,18,,,0,0,0,0,0,2,1,5,4,2,0
Rua Santa Marta 50 Lisbon,NOVO BANCO,NB28,-9.14558,38.72352,Santo Antonio,19,2399.19956834,245.72454642,56,6.2327,46,2,18,,,0,0,0,0,0,5,2,3,1,2,0
Praca Duque De Saldanha 32 Lisbon,NOVO BANCO,NB29,-9.14569,38.7338,Avenidas Novas,5,2033.00351353,466.856520274,54,5.6835,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Avenida 5 De Outubro 164 Lisbon,NOVO BANCO,NB30,-9.14839,38.7406,Avenidas Novas,5,1496.13787677,596.485547928,32,6.5552,54,16,28,,,0,0,0,0,0,3,2,4,4,4,0
Avenida Almirante Reis 181 a Lisbon,NOVO BANCO,NB31,-9.13425,38.7352,Arroios,4,2851.32895532,422.623409885,54,13.9167,54,11,18,,,0,0,0,0,0,5,2,4,3,2,0
Avenida Engenheiro Arantes E Oliveira Lote 14 Lisbon,NOVO BANCO,NB32,-9.12425,38.74048,Areeiro,3,2552.75618741,178.989382355,66,21.9865,42,5,9,,,0,0,0,0,0,6,3,3,2,2,0
Avenida Da Republica Lisbon,NOVO BANCO,NB33,-9.1466,38.74113,Avenidas Novas,5,1633.85065785,525.920351615,52,6.5552,42,7,28,,,0,0,0,0,0,5,2,3,2,4,0
Estrada De Benfica 676 Lisbon,NOVO BANCO,NB34,-9.20455,38.75192,Benfica,7,728.257465832,836.148863052,34,25.6829,39,11,28,,,0,0,0,0,0,3,3,2,3,4,0
Rua Do Comercio 95-119 Lisbon,NOVO BANCO,NB35,-9.13711,38.7087,Santa Maria Maior,18,3490.35836573,66.2567902704,50,0.0,60,12,47,,,0,0,0,0,0,5,1,5,3,5,0
Avenida Rainha Dona Amelia 8 Lisbon,NOVO BANCO,NB37,-9.1586,38.76673,Lumiar,12,914.443159937,707.799486881,50,29.9154,27,12,18,,,0,0,0,0,0,5,4,1,3,2,0
Avenida Antonio Augusto De Aguiar Lisbon,NOVO BANCO,NB38,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Rua Sao Vicente De Paulo Lisbon,NOVO BANCO,NB39,-9.17299,38.73137,Campolide,9,657.116762201,315.482641187,32,8.2018,27,17,9,,,0,0,0,0,0,3,2,1,4,2,0
Avenida Da Liberdade 242 Lisbon,NOVO BANCO,NB41,-9.14805,38.72369,Santo Antonio,19,2185.63532685,173.841182595,54,0.6916,45,8,18,,,0,0,0,0,0,5,1,3,2,2,0
Praca Jose Queiros Lisbon,NOVO BANCO,NB42,-9.10581,38.77392,Parque das Na,16,1337.241958,848.463897633,60,4.019,41,2,9,,,0,0,0,0,0,6,1,3,1,2,0
Avenida Lusiada Lisbon,NOVO BANCO,NB43,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Avenida Antonio Augusto De Aguiar Lisbon,NOVO BANCO,NB47,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Rua Oliveira Martins 4/4D Lisbon,NOVO BANCO,NB48,-9.13943,38.7432,Avenidas Novas,5,2200.01707268,711.939333125,64,16.4778,44,2,37,,,0,0,0,0,0,6,3,3,1,4,0
Avenida Lusiada 100 Lisbon,NOVO BANCO,NB49,-9.19264,38.75622,Carnide,10,628.968532261,324.025698589,36,0.0814,27,13,9,,,0,0,0,0,0,3,1,1,3,2,0
Avenida Nacoes Unidas Lisbon,NOVO BANCO,NB50,-9.17563,38.764,Carnide,10,775.82397256,573.317162916,42,33.3544,35,12,18,,,0,0,0,0,0,4,4,2,3,2,0
Praca Marques Pombal 3-A Lisbon,NOVO BANCO,NB51,-9.15082,38.72455,Santo Antonio,19,1953.73986295,95.0458890249,64,3.3277,53,3,18,,,0,0,0,0,0,6,1,4,1,2,0
Avenida De Berna 45 Lisbon,NOVO BANCO,NB52,-9.1543,38.73859,Avenidas Novas,5,1114.9522271,239.214524288,36,13.5119,52,12,9,,,0,0,0,0,0,3,2,4,3,2,0
Avenida Da Republica 108 a Lisbon,NOVO BANCO,NB53,-9.14787,38.74776,Alvalade,2,1542.72892132,231.587653364,58,9.0897,45,7,9,,,0,0,0,0,0,6,2,3,2,2,0
Largo Do Conde Barao 9 Lisbon,NOVO BANCO,NB54,-9.15105,38.70876,MisericOrdia,14,2326.86885215,302.426951789,36,1.8925,63,20,28,,,0,0,0,0,0,3,1,5,5,4,0
Avenida Lusiada Lisbon,NOVO BANCO,NB55,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Travessa Tapada 1 Lisbon,NOVO BANCO,NB56,-9.18078,38.70546,Alcântara,1,470.402433893,301.48802652,42,27.8008,34,16,9,,,0,0,0,0,0,4,4,2,4,2,0
Avenida Do Uruguai 4 a Lisbon,NOVO BANCO,NB57,-9.19724,38.75088,Benfica,7,874.513374673,602.879873431,44,28.9335,41,11,22,,,0,0,0,0,0,4,4,3,3,3,0
Passeio Dos Herois Do Mar Lisbon,NOVO BANCO,NB58,-9.09196,38.77842,Parque das Na,16,1507.59707553,545.281774129,58,13.5779,38,8,9,,,0,0,0,0,0,6,2,2,2,2,0
Avenida De Berna 45 Lisbon,NOVO BANCO,NB60,-9.1543,38.73859,Avenidas Novas,5,1114.9522271,239.214524288,36,13.5119,52,12,9,,,0,0,0,0,0,3,2,4,3,2,0
Avenida Engenheiro Duarte Pacheco 7 Lisbon,NOVO BANCO,NB61,-9.15732,38.72465,Santo Antonio,19,1395.41900238,273.762012727,34,8.7969,47,13,18,,,0,0,0,0,0,3,2,3,3,2,0
Avenida Brasilia S/N Lisbon,NOVO BANCO,NB62,-9.18813,38.6973,Belém,6,1579.12063632,1178.74813695,32,0.0,35,18,9,,,0,0,0,0,0,3,1,2,4,2,0
Campo Grande Lisbon,NOVO BANCO,NB63,-9.15392,38.75116,Alvalade,2,958.609605773,648.99404774,58,0.0791,39,6,9,,,0,0,0,0,0,6,1,2,2,2,0
Avenida 5 De Outubro 164 Lisbon,NOVO BANCO,NB64,-9.14839,38.7406,Avenidas Novas,5,1496.13787677,596.485547928,32,6.5552,54,16,28,,,0,0,0,0,0,3,2,4,4,4,0
Cais Do Sodre Lisbon,NOVO BANCO,NB65,-9.14437,38.70591,MisericOrdia,14,2927.95605933,400.842271536,26,0.0,60,22,28,,,0,0,0,0,0,2,1,5,5,4,0
Avenida Almirante Reis 258-B Lisbon,NOVO BANCO,NB66,-9.13324,38.7414,Areeiro,3,2428.34872632,663.06950422,50,11.9926,41,5,18,,,0,0,0,0,0,5,2,3,2,2,0
Rua Augusta 284 Lisbon,NOVO BANCO,NB68,-9.13841,38.71288,Santa Maria Maior,18,3205.46138725,271.894103128,30,19.1998,60,16,75,,,0,0,0,0,0,2,3,5,4,5,0
Avenida Engenheiro Duarte Pacheco Loja 1085 Lisbon,NOVO BANCO,NB69,-9.16444,38.72362,Campo de Ourique,8,765.838054525,831.463581423,64,7.9596,45,2,65,,,0,0,0,0,0,6,2,3,1,5,0
Rua Augusta 284 Lisbon,NOVO BANCO,NB70,-9.13841,38.71288,Santa Maria Maior,18,3205.46138725,271.894103128,30,19.1998,60,16,75,,,0,0,0,0,0,2,3,5,4,5,0
Rua Penha De Franca 37 a Lisbon,NOVO BANCO,NB71,-9.12923,38.72233,Penha de Franea,17,3818.83889215,611.70398408,26,22.1572,49,17,18,,,0,0,0,0,0,2,3,4,4,2,0
Avenida Da Republica 44 Lisbon,NOVO BANCO,NB72,-9.14578,38.73912,Avenidas Novas,5,1760.98410339,316.357461591,42,10.4851,49,14,18,,,0,0,0,0,0,4,2,4,4,2,0
Rua Portas De Santo Antao 96 Lisbon,NOVO BANCO,NB73,-9.14118,38.71692,Santa Maria Maior,18,2848.82688036,238.847544828,48,0.2477,49,8,18,,,0,0,0,0,0,5,1,4,2,2,0
Avenida Rio De Janeiro 48a Lisbon,NOVO BANCO,NB74,-9.13925,38.75573,Alvalade,2,996.770058616,937.121223871,64,6.6568,36,2,9,,,0,0,0,0,0,6,2,2,1,2,0
Alameda Das Linhas De Torres 117 Lisbon,NOVO BANCO,NB75,-9.1575,38.76504,Lumiar,12,746.101206793,692.314239216,42,6.5668,28,12,9,,,0,0,0,0,0,4,2,1,3,2,0
Praca Duque De Saldanha 32 Lisbon,NOVO BANCO,NB76,-9.14569,38.7338,Avenidas Novas,5,2033.00351353,466.856520274,54,5.6835,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Avenida Manuel Da Maia 2 Lisbon,NOVO BANCO,NB77,-9.13666,38.7352,Arroios,4,2655.84505776,381.540609214,38,12.0254,48,13,18,,,0,0,0,0,0,3,2,3,3,2,0
Avenida De Roma 48B Lisbon,NOVO BANCO,NB78,-9.14078,38.74765,Alvalade,2,1694.89358448,561.02052537,60,27.8353,42,6,28,,,0,0,0,0,0,6,4,3,2,4,0
Rua Misericordia 4-8 Lisbon,NOVO BANCO,NB79,-9.14283,38.7112,Santa Maria Maior,18,2921.55907141,232.349448332,46,2.7644,57,12,47,,,0,0,0,0,0,4,1,5,3,5,0
Praca Londres 2 B Lisbon,NOVO BANCO,NB80,-9.13712,38.74072,Avenidas Novas,5,2453.21213867,623.372426371,66,13.9975,40,2,28,,,0,0,0,0,0,6,2,2,1,4,0
Cais Sodre 10-14 Lisbon,NOVO BANCO,NB81,-9.14464,38.7052,MisericOrdia,14,2914.98869592,446.633168378,30,0.0,58,17,18,,,0,0,0,0,0,2,1,5,4,2,0
Estrada De Benfica 676 Lisbon,NOVO BANCO,NB82,-9.20455,38.75192,Benfica,7,728.257465832,836.148863052,34,25.6829,39,11,28,,,0,0,0,0,0,3,3,2,3,4,0
Rua Do Comercio 95-119 Lisbon,NOVO BANCO,NB84,-9.13711,38.7087,Santa Maria Maior,18,3490.35836573,66.2567902704,50,0.0,60,12,47,,,0,0,0,0,0,5,1,5,3,5,0
Rua Alexandre Herculano 51 Lisbon,NOVO BANCO,NB85,-9.15262,38.72091,Campo de Ourique,8,1793.7062418,280.918972712,70,6.4077,52,3,18,,,0,0,0,0,0,6,2,4,1,2,0
Rua Conde De Redondo 18 Lisbon,NOVO BANCO,NB86,-9.14428,38.72732,Santo Antonio,19,2565.14324966,306.594360648,54,6.7423,51,9,18,,,0,0,0,0,0,5,2,4,2,2,0
Rua Alexandre Herculano 38 Lisbon,NOVO BANCO,NB87,-9.15005,38.72261,Santo Antonio,19,2008.01642477,216.30560436,58,0.7468,55,2,18,,,0,0,0,0,0,6,1,4,1,2,0
Rua Passos Manuel 24 Lisbon,NOVO BANCO,NB88,-9.13671,38.72781,Arroios,4,3054.88094411,415.218654853,42,30.6096,49,9,28,,,0,0,0,0,0,4,4,4,2,4,0
Rua Francisco Stromp Lisbon,NOVO BANCO,NB89,-9.15955,38.76309,Lumiar,12,505.79773734,463.807374045,56,0.0,35,2,9,,,0,0,0,0,0,5,1,2,1,2,0
Praca Londres 2 B Lisbon,NOVO BANCO,NB90,-9.13712,38.74072,Avenidas Novas,5,2453.21213867,623.372426371,66,13.9975,40,2,28,,,0,0,0,0,0,6,2,2,1,4,0
Avenida Antonio Augusto De Aguiar Cave 4 Lisbon,NOVO BANCO,NB91,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Rua Penha De Franca 37 a Lisbon,NOVO BANCO,NB94,-9.12923,38.72233,Penha de Franea,17,3818.83889215,611.70398408,26,22.1572,49,17,18,,,0,0,0,0,0,2,3,4,4,2,0
Praca Sao Francisco De Assis 1-B Lisbon,NOVO BANCO,NB95,-9.18163,38.76385,Carnide,10,1077.06699777,292.403612483,34,2.3703,34,13,9,,,0,0,0,0,0,3,1,2,3,2,0
Praca Duque De Saldanha 32 Lisbon,NOVO BANCO,NB96,-9.14569,38.7338,Avenidas Novas,5,2033.00351353,466.856520274,54,5.6835,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Rua Alexandre Herculano 51 Lisbon,NOVO BANCO,NB97,-9.15262,38.72091,Campo de Ourique,8,1793.7062418,280.918972712,70,6.4077,52,3,18,,,0,0,0,0,0,6,2,4,1,2,0
Rua Do Grilo 42 Lisbon,NOVO BANCO,NB98,-9.10611,38.73264,Marvila,13,3949.71305286,1706.91046877,24,3.3128,54,18,9,,,0,0,0,0,0,2,1,4,4,2,0
Avenida De Roma 49 Lisbon,NOVO BANCO,NB99,-9.14107,38.74716,Alvalade,2,1737.85608537,562.454492786,70,15.1554,41,3,28,,,0,0,0,0,0,6,2,3,1,4,0
Rua Filinto Elisio 15 a Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI01,-9.18323,38.70441,Alcântara,1,694.530209886,486.944843518,34,31.1863,26,14,18,,,0,0,0,0,0,3,4,1,4,2,0
Alameda Das Linhas De Torres 255C Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI02,-9.16153,38.77279,Lumiar,12,1591.00004722,924.353013107,52,19.6432,27,8,18,,,0,0,0,0,0,5,3,1,2,2,0
Rua Almeida E Sousa 30 C Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI03,-9.1662,38.7175,Campo de Ourique,8,823.252383569,295.422238495,62,21.2763,27,7,37,,,0,0,0,0,0,6,3,1,2,4,0
Rua Laura Alves 19 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI04,-9.14999,38.74103,Avenidas Novas,5,1349.40586516,648.275652713,32,2.5823,51,18,18,,,0,0,0,0,0,3,1,4,4,2,0
Rua Braamcamp 68/70 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI05,-9.15214,38.72219,Santo Antonio,19,1826.66041571,241.326858049,58,11.6798,49,5,18,,,0,0,0,0,0,6,2,4,2,2,0
Avenida Miguel Torga 27B Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI06,-9.1619,38.73098,Campolide,9,1054.195651,359.994519621,28,19.2142,33,16,9,,,0,0,0,0,0,2,3,2,4,2,0
Rua Ramalho Ortigao 12 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI07,-9.15601,38.73561,Campolide,9,1226.76390875,368.614774761,50,12.6835,47,13,18,,,0,0,0,0,0,5,2,3,3,2,0
Rua Manuel Marques Lote 122 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI08,-9.15362,38.7644,Lumiar,12,597.793500312,451.002551605,44,33.8328,30,8,9,,,0,0,0,0,0,4,4,1,2,2,0
Rua General Silva Freire Lote C Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI09,-9.11494,38.77464,Olivais,15,977.144619149,1172.35061213,32,7.6528,25,18,9,,,0,0,0,0,0,3,2,1,4,2,0
Avenida Antonio Jose De Almeida 28 a Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI10,-9.14072,38.73819,Avenidas Novas,5,2211.43193638,208.681547866,62,1.4332,38,4,9,,,0,0,0,0,0,6,1,2,1,2,0
Rua Dom Joao V 24 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI11,-9.15997,38.7211,Campo de Ourique,8,1156.4221419,371.012661186,58,19.9838,48,6,28,,,0,0,0,0,0,6,3,3,2,4,0
Rua Ramalho Ortigao 12 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI13,-9.15601,38.73561,Campolide,9,1226.76390875,368.614774761,50,12.6835,47,13,18,,,0,0,0,0,0,5,2,3,3,2,0
Avenida Dom Joao Ii Lote 1 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI14,-9.09822,38.76605,Parque das Na,16,2293.1272471,981.1890764,50,0.1282,36,8,47,,,0,0,0,0,0,5,1,2,2,5,0
Avenida Padre Manuel Da Nobrega Lote99/071 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI15,-9.13389,38.74396,Areeiro,3,2155.89696379,850.48579028,48,5.9768,39,8,9,,,0,0,0,0,0,5,1,2,2,2,0
Avenida Roma 32 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI17,-9.13986,38.74588,Alvalade,2,1906.93207894,727.352011988,62,14.3092,39,3,37,,,0,0,0,0,0,6,2,2,1,4,0
Praca Duque De Saldanha 31 B Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI18,-9.14564,38.734,Avenidas Novas,5,2024.1751699,445.711708615,54,5.6835,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Rua Barao Sabrosa 98 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI19,-9.12848,38.73411,Areeiro,3,3218.58202597,618.237523537,14,35.5351,46,23,9,,,0,0,0,0,0,1,4,3,5,2,0
Rua Cascais 3 Fase Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI20,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Augusta 16 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI21,-9.13683,38.70875,Santa Maria Maior,18,3509.81407497,91.1966357688,50,0.0,60,12,47,,,0,0,0,0,0,5,1,5,3,5,0
Rua Laura Alves 19 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI22,-9.14999,38.74103,Avenidas Novas,5,1349.40586516,648.275652713,32,2.5823,51,18,18,,,0,0,0,0,0,3,1,4,4,2,0
Rua Do Comercio 85 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI23,-9.13669,38.70881,Santa Maria Maior,18,3517.88140062,104.767391844,50,0.0,60,12,47,,,0,0,0,0,0,5,1,5,3,5,0
Avenida Miguel Torga 27B Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI24,-9.1619,38.73098,Campolide,9,1054.195651,359.994519621,28,19.2142,33,16,9,,,0,0,0,0,0,2,3,2,4,2,0
Avenida Padre Manuel Da Nobrega Lote99/071 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI25,-9.13389,38.74396,Areeiro,3,2155.89696379,850.48579028,48,5.9768,39,8,9,,,0,0,0,0,0,5,1,2,2,2,0
