address,bank,atm_id,coord_x,coord_y,freguesia,parish,mway_dist,police_dis,income,density,age,unp_rate,com_dens,event_date,detec_date,gross_loss,indirect_loss,net_loss,freq_attack,success_attack,n_income,n_density,n_age,n_unp_rate,n_com_dens,n_freq_attack
Rua Major Neutel De Abreu Lote 14 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD24,-9.18078,38.74726,Carnide,10,803.872584067,1050.23853358,46,23.9068,29,10,9,,,0,0,0,0,0,4,3,1,3,2,0
Rua Jardim Do Tabaco 84 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD25,-9.12681,38.71174,Santa Maria Maior,18,4204.27653488,201.632449078,34,14.3425,63,14,18,,,0,0,0,0,0,3,2,5,4,2,0
Rua Saraiva De Carvalho 122 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD26,-9.16167,38.71635,Campo de Ourique,8,1211.52486389,541.537799573,58,14.1067,27,9,18,,,0,0,0,0,0,6,2,1,2,2,0
Calcada Do Carmo Lisbon,CAIXA GERAL DE DEPOSITOS,CGD27,-9.14095,38.71299,Santa Maria Maior,18,2993.84293552,229.653847317,32,18.0475,55,15,47,,,0,0,0,0,0,3,3,4,4,5,0
Avenida Dom Joao Ii Lisbon,CAIXA GERAL DE DEPOSITOS,CGD28,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Rua De Belem 30 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD29,-9.2022,38.69717,Belém,6,2095.25417847,50.9025434893,44,8.3672,44,14,9,,,0,0,0,0,0,4,2,3,4,2,0
Avenida Rovisco Pais Lisbon,CAIXA GERAL DE DEPOSITOS,CGD30,-9.13788,38.73547,Arroios,4,2546.26530425,431.342571216,52,0.0,50,8,18,,,0,0,0,0,0,5,1,4,2,2,0
Travessa Estevao Pinto 15 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD31,-9.16201,38.73231,Campolide,9,957.480511017,297.688617583,38,0.0832,34,12,9,,,0,0,0,0,0,3,1,2,3,2,0
Avenida Miguel Bombarda 20 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD32,-9.14679,38.73717,Avenidas Novas,5,1761.5260036,339.927431927,48,5.7806,51,14,18,,,0,0,0,0,0,5,1,4,4,2,0
Rua Barata Salgueiro 33 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD33,-9.14841,38.72109,Santo Antonio,19,2156.71192594,399.983571459,60,1.3903,45,6,18,,,0,0,0,0,0,6,1,3,2,2,0
Alameda Universidade Lisbon,CAIXA GERAL DE DEPOSITOS,CGD35,-9.1562,38.75281,Alvalade,2,702.972168694,896.842880476,62,0.0,39,2,9,,,0,0,0,0,0,6,1,2,1,2,0
Edif Admnistrativo Lisbon,CAIXA GERAL DE DEPOSITOS,CGD36,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Andre Resende Lisbon,CAIXA GERAL DE DEPOSITOS,CGD37,-9.1992,38.74689,Benfica,7,860.210604216,135.648180502,36,2.5577,35,8,9,,,0,0,0,0,0,3,1,2,2,2,0
Rua Dom Vasco 21 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD38,-9.19569,38.7035,Belém,6,1671.77690867,856.445343445,36,26.699,41,12,18,,,0,0,0,0,0,3,4,3,3,2,0
Direccao De Financas - Al. Dos Oceanos Parque Exp 1.06.1.2 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD39,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Rodrigo Da Fonseca 55 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD40,-9.15307,38.72255,Santo Antonio,19,1745.34839352,151.786526033,52,8.9666,45,8,18,,,0,0,0,0,0,5,2,3,2,2,0
Rua Tomas Da Anunciacao 64 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD41,-9.16554,38.71869,Campo de Ourique,8,787.267295942,438.761913693,44,33.645,31,9,28,,,0,0,0,0,0,4,4,1,2,4,0
Campo Pequeno S/N Lisbon,CAIXA GERAL DE DEPOSITOS,CGD43,-9.14797,38.74256,Avenidas Novas,5,1490.65598694,724.380684928,42,9.0924,48,16,18,,,0,0,0,0,0,4,2,3,4,2,0
Campus Campolide S/N Lisbon,CAIXA GERAL DE DEPOSITOS,CGD44,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Da Republica 65 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD45,-9.14675,38.74001,Avenidas Novas,5,1651.1167697,444.220413068,46,6.5439,55,14,18,,,0,0,0,0,0,4,2,4,4,2,0
Rua Limoeiro Lisbon,CAIXA GERAL DE DEPOSITOS,CGD46,-9.13059,38.71112,Santa Maria Maior,18,3912.08128856,521.380609992,36,16.2437,60,16,28,,,0,0,0,0,0,3,3,5,4,4,0
Cais Do Sodre 46 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD47,-9.14211,38.70595,Santa Maria Maior,18,3122.80504433,420.849654787,26,0.0,56,17,18,,,0,0,0,0,0,2,1,4,4,2,0
Rua Xabregas 52 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD48,-9.11145,38.72674,Suo Vicente,20,4333.16774642,1261.70434185,32,6.6454,54,18,9,,,0,0,0,0,0,3,2,4,4,2,0
Avenida Engenheiro Duarte Pacheco Lisbon,CAIXA GERAL DE DEPOSITOS,CGD49,-9.16444,38.72362,Campo de Ourique,8,765.838054525,831.463581423,64,7.9596,45,2,65,,,0,0,0,0,0,6,2,3,1,5,0
Avenida Dom Joao Ii S/N Lisbon,CAIXA GERAL DE DEPOSITOS,CGD50,-9.09754,38.77371,Parque das Na,16,1562.1278504,168.698591672,64,0.0,44,3,9,,,0,0,0,0,0,6,1,3,1,2,0
Rua Padre Americo 30 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD51,-9.18051,38.76371,Carnide,10,994.312443956,317.297304296,34,20.1043,34,13,9,,,0,0,0,0,0,3,3,2,3,2,0
Praca De Sao Bento Lisbon,CAIXA GERAL DE DEPOSITOS,CGD52,-9.15366,38.71405,Estrela,11,1938.92341577,245.788829662,42,2.411,63,17,18,,,0,0,0,0,0,4,1,5,4,2,0
Rua De Belem 30 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD53,-9.2022,38.69717,Belém,6,2095.25417847,50.9025434893,44,8.3672,44,14,9,,,0,0,0,0,0,4,2,3,4,2,0
Rua Conselheiro Emidio Navarro 1 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD54,-9.11711,38.75734,Marvila,13,1259.99693037,494.743763332,40,0.0,55,17,9,,,0,0,0,0,0,4,1,4,4,2,0
Avenida Almirante Reis 101 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD55,-9.13489,38.72913,Arroios,4,3102.62145859,319.942290993,42,27.216,51,11,28,,,0,0,0,0,0,4,4,4,3,4,0
Avenida Estados Unidos Da America 94 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD56,-9.14149,38.74986,Alvalade,2,1443.49021755,454.681320743,70,19.4259,41,3,9,,,0,0,0,0,0,6,3,3,1,2,0
Rua Sao Juliao 187 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD57,-9.13849,38.70881,Santa Maria Maior,18,3377.47029314,64.6516992372,40,0.0,62,15,65,,,0,0,0,0,0,4,1,5,4,5,0
Direccao De Financas - Al. Dos Oceanos Parque Exp 1.06.1.2 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD58,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Doutor Jose Espirito - Santo Lote 11 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD59,-9.10902,38.75423,Marvila,13,2042.10655204,476.81003501,26,16.6827,47,22,9,,,0,0,0,0,0,2,3,3,5,2,0
Rua Da Junqueira 86 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD61,-9.18457,38.69984,Alcântara,1,1174.74626121,771.670349473,44,0.2558,27,13,9,,,0,0,0,0,0,4,1,1,3,2,0
Alameda Das Linhas De Torres 259 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD62,-9.16171,38.7731,Lumiar,12,1626.88317068,916.370630519,52,19.6432,27,8,18,,,0,0,0,0,0,5,3,1,2,2,0
Avenida Infante Dom Henrique 286 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD63,-9.10429,38.75073,Marvila,13,2593.54264204,796.152649773,26,0.0339,51,20,9,,,0,0,0,0,0,2,1,4,5,2,0
Rua Professor Gomes Teixeira Lisbon,CAIXA GERAL DE DEPOSITOS,CGD64,-9.16624,38.71375,Campo de Ourique,8,1135.54437095,62.1460658145,52,4.8929,35,7,28,,,0,0,0,0,0,5,1,2,2,4,0
Rua Leao De Oliveira S/N Lisbon,CAIXA GERAL DE DEPOSITOS,CGD65,-9.17875,38.70547,Alcântara,1,399.943857267,156.783584102,34,20.9353,27,17,18,,,0,0,0,0,0,3,3,1,4,2,0
Avenida Columbano Bordalo Pinheiro 73 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD66,-9.16258,38.73821,Avenidas Novas,5,689.814275244,494.158942768,30,14.6857,27,16,9,,,0,0,0,0,0,2,2,1,4,2,0
Rua Jose Antonio Serrano Lisbon,CAIXA GERAL DE DEPOSITOS,CGD67,-9.13664,38.7169,Santa Maria Maior,18,3235.68063064,143.785302361,26,2.8798,63,17,56,,,0,0,0,0,0,2,1,5,4,5,0
Avenida Joao Crisostomo 9 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD68,-9.14391,38.73621,Avenidas Novas,5,2033.37721384,158.014276777,58,5.3141,39,7,18,,,0,0,0,0,0,6,1,2,2,2,0
Praca Dom Joao Da Camara 13 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD69,-9.14057,38.71482,Santa Maria Maior,18,2959.61386858,44.0705484476,46,9.8431,45,9,47,,,0,0,0,0,0,4,2,3,2,5,0
Avenida Fontes Pereira De Melo 25 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD71,-9.14732,38.73012,Avenidas Novas,5,2186.61291269,174.322616973,50,4.5215,55,8,56,,,0,0,0,0,0,5,1,4,2,5,0
Rua alvaro Coutinho 14 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD72,-9.13441,38.72499,Arroios,4,3379.11477964,526.157920425,46,10.4425,51,7,28,,,0,0,0,0,0,4,2,4,2,4,0
Edif Admnistrativo Lisbon,CAIXA GERAL DE DEPOSITOS,CGD73,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Dom Joao Ii Lisbon,CAIXA GERAL DE DEPOSITOS,CGD74,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Rua Hermano Neves 22 C Lisbon,CAIXA GERAL DE DEPOSITOS,CGD75,-9.16983,38.76001,Lumiar,12,343.36269776,522.283693629,44,5.2111,30,12,9,,,0,0,0,0,0,4,1,1,3,2,0
Rua Dom Francisco Manuel De Melo 15 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD76,-9.15869,38.72835,Campolide,9,1412.19122297,467.427222436,42,13.6373,55,13,18,,,0,0,0,0,0,4,2,4,3,2,0
Cais Da Pedra Lisbon,CAIXA GERAL DE DEPOSITOS,CGD78,-9.11757,38.71934,Suo Vicente,20,4846.03117694,289.488051345,40,0.0204,55,12,9,,,0,0,0,0,0,4,1,4,3,2,0
Calcada Do Carmo Lisbon,CAIXA GERAL DE DEPOSITOS,CGD79,-9.14095,38.71299,Santa Maria Maior,18,2993.84293552,229.653847317,32,18.0475,55,15,47,,,0,0,0,0,0,3,3,4,4,5,0
Rua Coronel Ferreira Do Amaral Lisbon,CAIXA GERAL DE DEPOSITOS,CGD80,-9.12764,38.73642,Areeiro,3,2965.57175743,352.640402135,34,25.4742,55,13,9,,,0,0,0,0,0,3,3,4,3,2,0
Alameda Oceanos Lisbon,CAIXA GERAL DE DEPOSITOS,CGD81,-9.09583,38.76925,Parque das Na,16,2069.44294668,608.967256105,64,0.0,54,5,37,,,0,0,0,0,0,6,1,4,2,4,0
Calcada Ajuda 23 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD82,-9.20009,38.70055,Belém,6,2091.51917395,378.395419653,36,0.2231,41,16,9,,,0,0,0,0,0,3,1,3,4,2,0
Rua Major Neutel De Abreu Lote 14 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD83,-9.18078,38.74726,Carnide,10,803.872584067,1050.23853358,46,23.9068,29,10,9,,,0,0,0,0,0,4,3,1,3,2,0
Praca Comercio Lisbon,CAIXA GERAL DE DEPOSITOS,CGD84,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Capelo 13 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD85,-9.14101,38.70965,Santa Maria Maior,18,3139.8118495,2.60850206388,34,1.2983,55,17,65,,,0,0,0,0,0,3,1,4,4,5,0
Alameda Dos Oceanos 1.08.01.J Lisbon,CAIXA GERAL DE DEPOSITOS,CGD86,-9.09674,38.75845,Marvila,13,2691.19812314,1634.1501893,66,11.5886,36,2,9,,,0,0,0,0,0,6,2,2,1,2,0
Avenida Padre Cruz Lisbon,CAIXA GERAL DE DEPOSITOS,CGD87,-9.16497,38.76806,Lumiar,12,1154.01624847,600.824697564,48,7.7402,33,10,9,,,0,0,0,0,0,5,2,2,3,2,0
Largo Chao Do Loureiro 33 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD88,-9.13559,38.71191,Santa Maria Maior,18,3472.71118842,423.365082795,38,9.9272,62,18,37,,,0,0,0,0,0,3,2,5,4,4,0
Avenida Dom Joao Ii Lisbon,CAIXA GERAL DE DEPOSITOS,CGD89,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Rua Alexandre Herculano 53/55 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD90,-9.15282,38.72075,Campo de Ourique,8,1778.30578511,260.84913097,70,6.4077,52,3,18,,,0,0,0,0,0,6,2,4,1,2,0
Avenida Rio De Janeiro 50a Lisbon,CAIXA GERAL DE DEPOSITOS,CGD91,-9.13942,38.75606,Alvalade,2,960.764912844,954.008834101,64,6.6568,36,2,9,,,0,0,0,0,0,6,2,2,1,2,0
Rua Actriz Palmira Bastos 15a/b Lisbon,CAIXA GERAL DE DEPOSITOS,CGD92,-9.11312,38.75529,Marvila,13,1674.4689489,235.916495786,26,18.2737,47,22,9,,,0,0,0,0,0,2,3,3,5,2,0
Rua Tomas Ribeiro 65/69 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD94,-9.14817,38.73092,Avenidas Novas,5,2071.50493322,219.328318318,48,8.5793,55,12,37,,,0,0,0,0,0,5,2,4,3,4,0
Avenida 5 De Outubro 157 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD95,-9.14712,38.73345,Avenidas Novas,5,1954.91865965,514.083175471,38,6.7425,50,12,47,,,0,0,0,0,0,3,2,4,3,5,0
Avenida Da Liberdade 89 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD96,-9.14446,38.71815,Santo Antonio,19,2541.51676012,260.919508518,64,1.247,51,6,18,,,0,0,0,0,0,6,1,4,2,2,0
Avenida alvares Cabral 3 B Lisbon,CAIXA GERAL DE DEPOSITOS,CGD97,-9.15576,38.71951,Campo de Ourique,8,1548.51104752,102.084649415,54,11.0762,52,4,18,,,0,0,0,0,0,5,2,4,1,2,0
Rua Luis De Camoes 133-B Lisbon,CAIXA GERAL DE DEPOSITOS,CGD98,-9.18289,38.70411,Alcântara,1,700.21668022,456.754561963,34,31.1863,25,18,18,,,0,0,0,0,0,3,4,1,4,2,0
Rua Xabregas 52 Lisbon,CAIXA GERAL DE DEPOSITOS,CGD99,-9.11145,38.72674,Suo Vicente,20,4333.16774642,1261.70434185,32,6.6454,54,18,9,,,0,0,0,0,0,3,2,4,4,2,0
Avenida Lusiada LJ 1019 Lisbon,BANCO COMERCIAL PORTUGUES,CP03,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Avenida Lusiada LJ 2112 Lisbon,BANCO COMERCIAL PORTUGUES,CP04,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Esplanada Dom Carlos I Lisbon,BANCO COMERCIAL PORTUGUES,CP05,-9.09375,38.76254,Parque das Na,16,2761.79069464,1368.81098265,64,0.1389,54,5,37,,,0,0,0,0,0,6,1,4,2,4,0
Praca Dom Joao Da Camara Lisbon,BANCO COMERCIAL PORTUGUES,CP06,-9.14022,38.71452,Santa Maria Maior,18,2998.49470412,48.5959053998,46,9.8431,45,9,47,,,0,0,0,0,0,4,2,3,2,5,0
Rua Augusta 62 Lisbon,BANCO COMERCIAL PORTUGUES,CP07,-9.13719,38.70965,Santa Maria Maior,18,3438.86877143,136.743005616,30,6.631,56,18,65,,,0,0,0,0,0,2,2,4,4,5,0
Rua Dos Anjos 63 Lisbon,BANCO COMERCIAL PORTUGUES,CP08,-9.13622,38.72492,Arroios,4,3221.58830075,370.794048856,50,17.6278,49,13,28,,,0,0,0,0,0,5,3,4,3,4,0
Avenida Almirante Reis Lisbon,BANCO COMERCIAL PORTUGUES,CP09,-9.13449,38.73113,Arroios,4,3019.81001594,177.634396506,44,0.0,55,12,47,,,0,0,0,0,0,4,1,4,3,5,0
Largo Da Graca 125/129 Lisbon,BANCO COMERCIAL PORTUGUES,CP10,-9.13004,38.71822,Santa Maria Maior,18,3779.04360584,517.928941264,36,14.5257,61,12,28,,,0,0,0,0,0,3,2,5,3,4,0
Praca Dom Joao Da Camara Lisbon,BANCO COMERCIAL PORTUGUES,CP11,-9.14022,38.71452,Santa Maria Maior,18,2998.49470412,48.5959053998,46,9.8431,45,9,47,,,0,0,0,0,0,4,2,3,2,5,0
Avenida Duque De Avila 62 Lisbon,BANCO COMERCIAL PORTUGUES,CP12,-9.14936,38.7352,Avenidas Novas,5,1682.60667643,612.761344171,50,19.1981,51,12,18,,,0,0,0,0,0,5,3,4,3,2,0
Avenida Engenheiro Duarte Pacheco LJ1050/105 Lisbon,BANCO COMERCIAL PORTUGUES,CP13,-9.15985,38.72359,Santo Antonio,19,1161.48550011,439.911623049,58,11.423,49,3,47,,,0,0,0,0,0,6,2,4,1,5,0
Avenida Lusiada Lisbon,BANCO COMERCIAL PORTUGUES,CP14,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Rua Sant'ana A Lapa 56 Lisbon,BANCO COMERCIAL PORTUGUES,CP16,-9.16149,38.71044,Estrela,11,1427.59664545,452.69875374,40,15.1556,45,13,9,,,0,0,0,0,0,4,2,3,3,2,0
Avenida 24 De Julho 12 Lisbon,BANCO COMERCIAL PORTUGUES,CP17,-9.14941,38.70677,MisericOrdia,14,2481.73492355,248.256825961,30,1.0812,65,17,9,,,0,0,0,0,0,2,1,5,4,2,0
Avenida Estados Unidos Da America Lisbon,BANCO COMERCIAL PORTUGUES,CP19,-9.13948,38.74906,Alvalade,2,1594.67120169,632.040769881,62,21.7348,37,7,18,,,0,0,0,0,0,6,3,2,2,2,0
Avenida Dom Joao Ii LJ G223 Lisbon,BANCO COMERCIAL PORTUGUES,CP20,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Avenida Lusiada Lisbon,BANCO COMERCIAL PORTUGUES,CP22,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Rua Professor Dias Amado 1 a Lisbon,BANCO COMERCIAL PORTUGUES,CP24,-9.16956,38.76112,Lumiar,12,459.171827589,442.728654708,48,23.3028,26,11,9,,,0,0,0,0,0,5,3,1,3,2,0
Terreiro Paco Lisbon,BANCO COMERCIAL PORTUGUES,CP25,-9.13289,38.70809,Santa Maria Maior,18,3851.06577724,433.293082009,24,0.031,55,18,18,,,0,0,0,0,0,2,1,4,4,2,0
Rua Beneficencia 8 Lisbon,BANCO COMERCIAL PORTUGUES,CP26,-9.15367,38.7396,Avenidas Novas,5,1105.75515195,295.898834075,42,8.1387,52,13,18,,,0,0,0,0,0,4,2,4,3,2,0
Avenida Infante Dom Henrique Lisbon,BANCO COMERCIAL PORTUGUES,CP27,-9.10438,38.74579,Marvila,13,2915.13955404,705.794909426,36,0.0,55,18,9,,,0,0,0,0,0,3,1,4,4,2,0
Estrada Da Torre 28 Lisbon,BANCO COMERCIAL PORTUGUES,CP28,-9.15839,38.7738,Lumiar,12,1618.68200011,644.770149591,22,0.6296,33,19,9,,,0,0,0,0,0,1,1,2,5,2,0
Rua Helena Vaz Da Silva Lote 3.5 Lisbon,BANCO COMERCIAL PORTUGUES,CP29,-9.15242,38.77486,Lumiar,12,1492.27560919,341.961884508,54,9.9074,31,8,9,,,0,0,0,0,0,5,2,1,2,2,0
Alameda Oceanos LT 1.03.01 Lisbon,BANCO COMERCIAL PORTUGUES,CP30,-9.09674,38.75845,Marvila,13,2691.19812314,1634.1501893,66,11.5886,36,2,9,,,0,0,0,0,0,6,2,2,1,2,0
Largo Dona Estefania 17 Lisbon,BANCO COMERCIAL PORTUGUES,CP31,-9.14061,38.73169,Arroios,4,2530.51983799,369.569171385,48,24.6662,55,12,18,,,0,0,0,0,0,5,3,4,3,2,0
Avenida Santo Condestavel Lisbon,BANCO COMERCIAL PORTUGUES,CP32,-9.11817,38.7507,Marvila,13,1697.0939828,445.177364924,28,0.0207,47,17,9,,,0,0,0,0,0,2,1,3,4,2,0
Avenida Dom Joao Ii Loja 63 Lisbon,BANCO COMERCIAL PORTUGUES,CP33,-9.09768,38.77217,Parque das Na,16,1707.57860021,315.658541356,64,0.0,44,3,9,,,0,0,0,0,0,6,1,3,1,2,0
Praca Duque Saldanha Loja 42 Lisbon,BANCO COMERCIAL PORTUGUES,CP34,-9.14554,38.73379,Avenidas Novas,5,2044.41030354,461.151720038,54,4.5985,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Rua Vitorino Nemesio Lisbon,BANCO COMERCIAL PORTUGUES,CP35,-9.16015,38.7813,Lumiar,12,1361.18919822,718.434295798,40,22.0871,32,17,9,,,0,0,0,0,0,4,3,2,4,2,0
Avenida Santo Condestavel Lisbon,BANCO COMERCIAL PORTUGUES,CP36,-9.11817,38.7507,Marvila,13,1697.0939828,445.177364924,28,0.0207,47,17,9,,,0,0,0,0,0,2,1,3,4,2,0
Avenida Almirante Reis 147 Lisbon,BANCO COMERCIAL PORTUGUES,CP37,-9.13441,38.73304,Arroios,4,2930.697435,220.535265476,54,14.2565,54,9,47,,,0,0,0,0,0,5,2,4,2,5,0
Avenida Maria Helena Vieira Da Silva Lote 121 Lisbon,BANCO COMERCIAL PORTUGUES,CP38,-9.15229,38.76685,Lumiar,12,683.157089748,222.555341368,52,22.8954,32,8,18,,,0,0,0,0,0,5,3,2,2,2,0
Avenida Maria Helena Vieira Da Silva Lote 121 Lisbon,BANCO COMERCIAL PORTUGUES,CP39,-9.15229,38.76685,Lumiar,12,683.157089748,222.555341368,52,22.8954,32,8,18,,,0,0,0,0,0,5,3,2,2,2,0
Avenida Lusiada 2 Lisbon,BANCO COMERCIAL PORTUGUES,CP40,-9.19061,38.75454,Carnide,10,372.998040256,280.603105499,36,0.0814,25,11,20,,,0,0,0,0,0,3,1,1,3,3,0
Rua Francisco Metrass 36 Lisbon,BANCO COMERCIAL PORTUGUES,CP41,-9.16634,38.71799,Campo de Ourique,8,777.961292603,338.316416198,58,21.2763,30,9,28,,,0,0,0,0,0,6,3,1,2,4,0
Avenida Dom Joao Ii Loja 63 Lisbon,BANCO COMERCIAL PORTUGUES,CP42,-9.09768,38.77217,Parque das Na,16,1707.57860021,315.658541356,64,0.0,44,3,9,,,0,0,0,0,0,6,1,3,1,2,0
Rua TomAs Ribeiro 97 A/b Lisbon,BANCO COMERCIAL PORTUGUES,CP43,-9.1494,38.73171,Avenidas Novas,5,1933.91816583,307.754178573,34,8.5793,47,16,28,,,0,0,0,0,0,3,2,3,4,4,0
Azinhaga Ulmeiros S/N Lisbon,BANCO COMERCIAL PORTUGUES,CP44,-9.17453,38.76897,Carnide,10,1284.4044525,659.390195178,44,0.0426,27,9,9,,,0,0,0,0,0,4,1,1,2,2,0
Avenida Engenheiro Duarte Pacheco LJ1050/105 Lisbon,BANCO COMERCIAL PORTUGUES,CP45,-9.15985,38.72359,Santo Antonio,19,1161.48550011,439.911623049,58,11.423,49,3,47,,,0,0,0,0,0,6,2,4,1,5,0
Rua Augusta 84 Lisbon,BANCO COMERCIAL PORTUGUES,CP46,-9.1373,38.70993,Santa Maria Maior,18,3417.3097287,162.533821574,32,6.631,65,14,75,,,0,0,0,0,0,3,2,5,4,5,0
Avenida Dom Joao Ii Lisbon,BANCO COMERCIAL PORTUGUES,CP47,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
R. De Belem 52-58 Lisbon,BANCO COMERCIAL PORTUGUES,CP48,-9.20258,38.69717,Belém,6,2067.38504843,81.7768324666,44,14.5963,44,14,9,,,0,0,0,0,0,4,2,3,4,2,0
Avenida 5 De Outubro 202 Lisbon,BANCO COMERCIAL PORTUGUES,CP49,-9.14904,38.74326,Alvalade,2,1390.75944566,736.51659868,42,3.5005,48,16,18,,,0,0,0,0,0,4,1,3,4,2,0
Rua Da Graca Lisbon,BANCO COMERCIAL PORTUGUES,CP50,-9.12975,38.71995,Santa Maria Maior,18,3784.57748292,647.733890598,52,18.7083,65,12,18,,,0,0,0,0,0,5,3,5,3,2,0
Praca Duque Terceira S/N Lisbon,BANCO COMERCIAL PORTUGUES,CP51,-9.1433,38.70669,Santa Maria Maior,18,3011.81238102,382.647258022,48,0.0,62,13,28,,,0,0,0,0,0,5,1,5,3,4,0
Avenida Engenheiro Duarte Pacheco Loja 1114 Lisbon,BANCO COMERCIAL PORTUGUES,CP53,-9.16444,38.72362,Campo de Ourique,8,765.838054525,831.463581423,64,7.9596,45,2,65,,,0,0,0,0,0,6,2,3,1,5,0
Avenida Lusiada Piso 0 Lisbon,BANCO COMERCIAL PORTUGUES,CP54,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Praca Figueira Lisbon,BANCO COMERCIAL PORTUGUES,CP55,-9.13752,38.7138,Santa Maria Maior,18,3246.49827487,257.142281846,28,2.343,57,18,65,,,0,0,0,0,0,2,1,5,4,5,0
Avenida Almirante Reis Lisbon,BANCO COMERCIAL PORTUGUES,CP57,-9.13449,38.73113,Arroios,4,3019.81001594,177.634396506,44,0.0,55,12,47,,,0,0,0,0,0,4,1,4,3,5,0
Praca Duque Da Terceira 5 Lisbon,BANCO COMERCIAL PORTUGUES,CP58,-9.14392,38.70667,MisericOrdia,14,2958.27042407,377.986155289,48,4.6701,62,13,28,,,0,0,0,0,0,5,1,5,3,4,0
