@relation 'completeData-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,12-14,16,18,20,22,24-68,70-71-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R3-7'

@attribute mway_dist numeric
@attribute police_dis numeric
@attribute n_freq_attack {0,1}

@data
1174.746261,771.670349,0
1626.883171,916.370631,0
2593.542642,796.15265,0
1135.544371,62.146066,0
399.943857,156.783584,0
689.814275,494.158943,0
3235.680631,143.785302,0
2033.377214,158.014277,0
2959.613869,44.070548,0
2186.612913,174.322617,0
3379.11478,526.15792,0
2939.661625,365.224278,0
1843.722696,458.509749,0
343.362698,522.283694,0
1412.191223,467.427222,0
4846.031177,289.488051,0
2993.842936,229.653847,0
2965.571757,352.640402,0
2069.442947,608.967256,0
2091.519174,378.39542,0
803.872584,1050.238534,0
2939.661625,365.224278,0
3139.811849,2.608502,0
2691.198123,1634.150189,0
1154.016248,600.824698,0
3472.711188,423.365083,0
1843.722696,458.509749,0
1778.305785,260.849131,0
960.764913,954.008834,0
1674.468949,235.916496,0
2071.504933,219.328318,0
1954.91866,514.083175,0
2541.51676,260.919509,0
1548.511048,102.084649,0
700.21668,456.754562,0
4333.167746,1261.704342,0
676.242304,851.81637,0
676.242304,851.81637,0
2761.790695,1368.810983,0
2998.494704,48.595905,0
3438.868771,136.743006,0
3221.588301,370.794049,0
3019.810016,177.634397,0
3779.043606,517.928941,0
2998.494704,48.595905,0
1682.606676,612.761344,0
1161.4855,439.911623,0
676.242304,851.81637,0
1427.596645,452.698754,0
2481.734924,248.256826,0
1594.671202,632.04077,0
1843.722696,458.509749,0
676.242304,851.81637,0
459.171828,442.728655,0
3851.065777,433.293082,0
1105.755152,295.898834,0
2915.139554,705.794909,0
1618.682,644.77015,0
1492.275609,341.961885,0
2691.198123,1634.150189,0
2530.519838,369.569171,0
1697.093983,445.177365,0
1707.5786,315.658541,0
2044.410304,461.15172,0
1361.189198,718.434296,0
1697.093983,445.177365,0
2930.697435,220.535265,0
683.15709,222.555341,0
683.15709,222.555341,0
372.99804,280.603105,0
777.961293,338.316416,0
1707.5786,315.658541,0
1933.918166,307.754179,0
1284.404452,659.390195,0
1161.4855,439.911623,0
3417.309729,162.533822,0
1843.722696,458.509749,0
2067.385048,81.776832,0
1390.759446,736.516599,0
3784.577483,647.733891,0
3011.812381,382.647258,0
765.838055,831.463581,0
2939.661625,365.224278,0
3246.498275,257.142282,0
3019.810016,177.634397,0
